2885863	MakerWorld Exclusive License	brandawg93	brandawg93	34	8885	1	0	15648	5408	16880	0.939	fun,Toy,toy,spiral,infinity,Fidget	Other Toys & Games,Toys & Games
141620	Standard Digital File License	3DXAV	3dxav	489	180020	1	0	13434	5602	4065	0.905	sport,outdoor,nba,basket,basketball,ball	Sport & Outdoors,Hobby & DIY
2336776	Standard Digital File License	AbyssalCactus	AbyssalCactus	10	1533	1	0	10628	1872	10970	0.99	fidget,Fidget,toy,fidget toy,fun,cool	Other Toys & Games,Toys & Games
2647425	BY-SA	Iv Lu	Iv.Lu	206	128104	3	1	1762	2355	311	0.543	blade,hidden blade,folding blade,sword,COSPLAY,cyberpunk	Cosplay Weapons,Props & Cosplays
239395	Standard Digital File License	mail.iou	mail.iou	314	72977	4	1	26340	7471	12802	0.994	nichirin,samurai sword,katana sword,ninja	Other Toys & Games,Toys & Games
2249212	Standard Digital File License	New_Kids_Turbo	New_Kids_Turbo	186	25910	1	0	5039	1906	2898	0.95	printin place,katana,sword,japan,demon slayer,rengoku	Other Toys & Games,Toys & Games
2956325	Standard Digital File License	AbyssalCactus	AbyssalCactus	16	2649	1	0	1243	347	1103	0.969	fidget,Fidget,fidget toy,multi,multi fidget,compact	Other Toys & Games,Toys & Games
2861823	Standard Digital File License	fifindr	fifindr	18	2039	1	0	3435	1266	3801	0.952	flexible,flexi,squishy,fidget,toy,toys	Other Toys & Games,Toys & Games
2193499	Standard Digital File License	AbyssalCactus	AbyssalCactus	14	2972	1	0	5631	1196	4482	0.951	fidget,Fidget,toy,fidget toy,fun,cool	Other Toys & Games,Toys & Games
2373430	Standard Digital File License	New_Kids_Turbo	New_Kids_Turbo	105	13766	1	0	6786	2533	6271	0.943	katana,swotd,twisting a1 mini,fidget,twisting,spiral katana	Other Toys & Games,Toys & Games
1271221	Standard Digital File License	RussellCory	russellcoryart	220	28699	2	0	6288	3023	3868	0.983	the legend of zelda,zelda,link,Nintendo,nintendo,master sword	Other Hobby & DIY,Hobby & DIY
1543681	Standard Digital File License	MeasureOnce	MeasureOnce	123	17029	1	0	19935	4929	11926	0.88	collapsible,collapsible sword,collapsiblesword,sword	Other Toys & Games,Toys & Games
1600675	BY	Sanford Prime	SanfordPrime	29	4850	1	0	20577	3149	18488	0.95	assembly,prop,Fidget,fidget toy,knife,cosplayprop	Cosplay Weapons,Props & Cosplays
2000966	Standard Digital File License	AbyssalCactus	AbyssalCactus	8	1759	1	0	23278	3193	22437	0.916	fidget,toy,clicker,button,Fidget,click	Other Toys & Games,Toys & Games
2694968	Standard Digital File License	New_Kids_Turbo	New_Kids_Turbo	30	5239	2	1	1946	860	1669	0.945	infinity prism,prism,infinity,fidget,print in place,a1 mini	Other Toys & Games,Toys & Games
719725	Standard Digital File License	Louis	louisdesigns	15	1853	1	0	105268	16483	88393	0.961	fidget,toy,fidget clicker,fidget toy,clack,click clack	Other Toys & Games,Toys & Games
1759945	Standard Digital File License	alessandro.iannelli74	alessandro.iann	138	18333	2	1	6326	1255	4039	0.755	skull,teschio,fidget,giocattolo fidget	Other Toys & Games,Toys & Games
1954658	Standard Digital File License	Mr_Andre	mr_andre	30	5305	1	0	32801	7707	27003	0.984	fidget,fidget cube,cube fidget,cube,toy,a1mini	Other Toys & Games,Toys & Games
850834	Standard Digital File License	Megatiks	Megatiks	73	22841	1	0	21596	14108	8805	0.973	pistol,shotgun,shotgun ammo,ammo,double,barrel	Other Toys & Games,Toys & Games
2661039	Standard Digital File License	YosaNatural	YosaNatural	11	4356	1	0	37766	14807	32129	0.98	fidget,clicker,rubber band,toy,desk,zorble	Other Toys & Games,Toys & Games
2875932	Standard Digital File License	Alex3d	Alex3d1986	3	1354	1	0	7860	1779	9271	0.971	dragon,Dragon,drago,drago fidget	Animals,Miniatures
2554479	Standard Digital File License	BT3D printing	BT3Dprinting	41	10254	1	0	3336	1684	2476	0.911	dragon,flexi,articulated,multicolor,prismatic,crystal	Creatures,Miniatures
2734706	Standard Digital File License	MOQU	user_1149004762	3	1442	1	0	11306	3143	11737	0.883	snake,3g	Animals,Miniatures
2801921	Standard Digital File License	Draisaitl29	B.schenk	39	8945	1	0	1574	768	1563	0.445	twist,twisty,twist fidget,twist fidget toy,twisty ball	Other Toys & Games,Toys & Games
1663289	Standard Digital File License	PinkyWings	pinkywings	44	9062	1	0	28309	9001	21096	0.977	dinosaur,Flexi,flexi,flexi 2025,articulated,skeleton	Animals,Miniatures
1167297	Standard Digital File License	JMedow	JMedow	86	27571	1	0	20299	6248	12719	0.968	Fidget,fidget,hex,toy,Toy,Mini	Other Toys & Games,Toys & Games
2759820	Standard Digital File License	MOQU	user_1149004762	7	2218	1	0	1867	598	1576	0.931	octopus,spinner	Animals,Miniatures
2760406	Standard Digital File License	HomeDecor	homedecor	23	6014	1	0	10113	4539	11364	0.994	dinosaur,t-rex,articulated,flexi,jurassic,print in place	Creatures,Miniatures
567166	Standard Digital File License	SUPERNICE	supernice	63	10075	1	0	5091	3813	3133	0.963	medical,teaching,props,bone,bone pressure,bones	Biology,Education
2771293	Standard Digital File License	3DMakerSpace	3DMakerSpace	87	27583	1	0	5950	2226	4987	0.902	Flexi,flexi,flexi 2025,flexi2026,flexible,flexible 3d print	Puzzles,Toys & Games
616565	Standard Digital File License	pearigee	pearigee	85	25884	1	0	24206	12624	11604	0.854	pin art board,pin,art,board,fidget,print in place	Other Toys & Games,Toys & Games
2614414	Standard Digital File License	NUKDDD	NUKDDD	17	5515	1	0	16792	4058	13597	0.947	fidget,dragon,twisty,dragon egg,dragon scale,print in place	Other Toys & Games,Toys & Games
2196193	Standard Digital File License	OfficinaLayer	OfficinaLayer	26	6611	1	0	30465	6891	32587	0.972	fidget,fidget toy,satisfying,print in place,fun,small	Other Toys & Games,Toys & Games
1841781	Standard Digital File License	squishy.dango	squishy.dango	23	9412	1	0	23837	6390	19493	0.664	slime,bendy,Fidget,fidget,desk toy,desk fidget	Other Toys & Games,Toys & Games
2478859	Standard Digital File License	JS-3Denkbar	JS_3Denkbar	35	8316	1	0	1901	1244	1666	0.975	HelloKitty,oktopus,fidget,Fidget,Toy,decor	Other Toys & Games,Toys & Games
90174	BY-SA	Layer by Layer	LayerbyLayer	16	2953	1	0	32052	4954	26570	0.994	dino,flexi,dinosaur,articluated,dragon	Animals,Miniatures
2532701	BY-NC-ND	CupC4ke	cupc4kes	95	22974	1	0	1320	369	914	0.929	twisty,Fidget,fidget,twisty fidget,twist fidget,Dragon	Other Toys & Games,Toys & Games
1253219	Standard Digital File License	Bambu Lab	BambuLab	25	5409	2	1	26802	3967	17709	0.988	panda,decor	Decor,Household
2869418	Standard Digital File License	3DPrintyi	3dprintyi	39	10072	1	0	6567	3099	6109	0.967	Frog,frog,cute,articulated,flexible,Flexi	Other Miniatures,Miniatures
1517687	Standard Digital File License	NicoM1989	NicoM1989	40	26372	1	0	11945	3530	5145	0.878	fidget,sensorik,stressabbau,tischspielzeug	Other Toys & Games,Toys & Games
2787704	MakerWorld Exclusive License	Amir96	Amiiir96	1	1103	1	0	7026	6279	8471	0.802	cable protector,cable protection,strain relief,usb c,TPU	Other Tools,Tools
1032328	Standard Digital File License	planes01	planes01	101	20117	3	1	21179	11562	10346	0.995	kitcard,eagle,airplane,f15,fighter jet,plane	Vehicles,Hobby & DIY
2715471	MakerWorld Exclusive License	LAYR Studio	MaxMans96	133	16736	1	0	2168	2126	1556	0.922	sofa table,sofa,sofa accessory,sofa tray,sofa tray insert	Decor,Household
2735060	Standard Digital File License	yoyotaz	yoyotaz	27	8271	2	1	325	155	293	0.881	smiski,chats,chat	People,Miniatures
2633270	Standard Digital File License	BaiChuan	sea158758641	156	21314	1	0	3442	3607	2904	0.915	car trash bin,trash bin,wall trash bin	Organizers,Tools
2121218	BY-NC	llaizer	user_635837107	40	7307	1	0	7359	5588	5040	0.701	cat,Cat,biceps,humor,bodybuilding,kitten	Pets,Household
2286601	MakerWorld Exclusive License	3Dee	hkerr17	127	33350	1	0	3814	2629	2146	0.979	mask,oni,japan,samurai,ornaament,ornamental	Masks & Helmets,Props & Cosplays
1209712	Standard Digital File License	Corhex	corhex	45	6655	1	0	24040	9082	18977	0.995	bag,clip,heavy,duty,functional,kitchen	Gadgets,Tools
3025314	Standard Digital File License	mgm86	mgm86	60	5559	1	0	5437	4351	5167	0.991	window stop,window stopper,fenster stopper,fenster,eccentric	Other House Models,Household
471428	Standard Digital File License	Holoprops	Holoprops	319	22973	1	0	14719	6739	6680	0.991	controller,stand,holder,pillow,ps5,ps4	Electronics,Hobby & DIY
95207	BY-SA	LoboCNC	lobocnc	37	4313	1	0	23091	7196	18198	0.995	broomholder	Other House Models,Household
2772314	Standard Digital File License	KL Worx	klworx	19	2970	2	0	4024	1698	3012	0.989	phone,Stand,klworx,smartphone,phone stand	Gadgets,Tools
1971172	Standard Digital File License	yekta	yekta	21	3659	1	0	97081	24809	71656	0.995	towel hanger,towel hook,wall hanger,wall hook,gravity towel	Other House Models,Household
2375134	Standard Digital File License	OFF5PRING	OFF5PRING	554	63312	1	0	1304	1511	369	0.95	cocktail,longdrink,machine,mixer,bar,drink	Other House Models,Household
2845840	Standard Digital File License	H2Jack Concepts	micmey78	60	8361	2	1	8435	4547	8794	0.988	gyro,jump,launcher,spinning,top,spinning top	Other Toys & Games,Toys & Games
1636314	Standard Digital File License	SMACKMAX	SMACKMAX	342	33152	2	0	14446	10306	8820	0.994	toiletpaper,holder,toiletpaper holder,tp holder	Other House Models,Household
1706306	Standard Digital File License	Pi-Guy	Pi_Guy	20	3059	1	0	8703	3647	6838	0.963	gun,blow,blowgun,bb,blaster,launcher	Other Toys & Games,Toys & Games
2673148	Standard Digital File License	EMAY-DESIGN	emay	402	37650	2	0	3623	4236	1859	0.975	shoe,shoe rack,schuhregal,modular,expandable,shelf	Other House Models,Household
1074963	Standard Digital File License	AAARRRGGHH	AAARRRGGHH	27	5524	1	0	19603	10851	14853	0.967	pea,pea cannon,pea gun,shooter,gun,Pocket	Other Toys & Games,Toys & Games
1616971	Standard Digital File License	Nathan Wise	NathanWise	5	979	1	0	20458	4683	19309	0.961	knife,throwing,throwing knife,blade,Ninja,samurai	Gadgets,Tools
2745579	Standard Digital File License	luxlucen	Lucash727	27	5589	1	0	6150	1858	5104	0.954	Karambit,karambit,knife,COSPLAY,safe,Toy	Cosplay Weapons,Props & Cosplays
1970508	Standard Digital File License	OfficineCasperLAB	Officine_Casper	79	8799	1	0	1088	691	759	0.958	dispencer,dispenser,gum,candies,chewing gum	Gadgets,Tools
2909692	Standard Digital File License	Armengol13	Armengol13	83	11601	1	0	14689	9409	13474	0.988	manta ray,water toy,swimming toy,3d printed toy,kinetic toy	Outdoor Toys,Toys & Games
1087625	Standard Digital File License	Uzziel3D	Uzziel3D	433	30277	1	0	35641	29941	10013	0.987	shoe,shoe accessories,shoes,shoes holder	Decor,Household
1797688	Standard Digital File License	iluminari3d	iluminari3d	350	38220	3	0	398	1873	131	0.598	gym,fitness,waterbottleholder,organizer,phone stand,workout	Other Hobby & DIY,Hobby & DIY
2955037	Standard Digital File License	Homee Creations	walker73	129	14954	1	0	5748	6251	5003	0.984	organizer,tray,holder,repair,lab,disassembly	Organizers,Tools
2630726	Standard Digital File License	imprimir para creer	imprmiparacreer	139	21122	1	0	1320	2560	795	0.464	pistola,GUNPLA,purgas,purga,reciclaje	Other Toys & Games,Toys & Games
1261340	Standard Digital File License	PrinterMan	PrinterMan101	136	11504	2	0	19652	8909	14297	0.988	PS5,controller,dualsense,holder,dualshock,playstation 5	Organizers,Tools
1876976	Standard Digital File License	ToodyX	toodyx	128	14663	1	0	14289	4793	10210	0.992	gift container,puzzle box,box,puzzle,puzzle3d,maze	Puzzles,Toys & Games
1608147	Standard Digital File License	Boris Glasserman	GleZz	102	23607	4	1	4894	3235	2539	0.968	subnautica,survival knife,survival,knife,below zero	Cosplay Weapons,Props & Cosplays
1842643	Standard Digital File License	Geadas11	Geadas11	28	8681	1	0	24824	5972	18530	0.86	3d print whistle,loud whistle,ancient instrument	Other Miniatures,Miniatures
1761373	Standard Digital File License	Piotr_C	Piotrek.C	320	51631	1	0	2123	2344	1327	0.967	shower,shower access,shower accessory,shower accessories	Other House Models,Household
847695	Standard Digital File License	Sektor 7 Studios	sektor7_studios	28	4061	1	0	9017	5044	7640	0.99	spiderman,spider-man,spider man,marvel,marvelcomics	Sculptures,Art
1532701	Standard Digital File License	Dexter	Dexter_art	57	14830	1	0	17484	7605	11175	0.982	robot,scorpion,mecha,real,animal,cyborg	Animals,Miniatures
2624902	Standard Digital File License	BuildaForm	buildaform	223	34753	3	0	25331	18263	15914	0.944	3dprinting,snapfit,nohardware,toolfree,gluefree,pla	Other Toys & Games,Toys & Games
1292618	Standard Digital File License	3Dcrabi	3dcrabi	1041	103114	1	0	3610	2899	1213	0.738	folding,foldingchair,folding chair,portable stool,portable	Other House Models,Household
1909628	Standard Digital File License	HpInvent	HpInvent	132	14067	1	0	7929	4572	3680	0.992	iphone,samsung,handy,smartphone,android,stand	Decor,Household
1889932	Standard Digital File License	HpInvent	HpInvent	82	12466	1	0	13081	7258	8354	0.997	soft,modern,art,decor,deco,household	Decor,Household
115260	Standard Digital File License	make 3D	make3D	257	37886	3	1	15558	8984	11924	0.993	calendar,perpetual,flip calendar,time,mechanical print,clock	Office,Household
2870508	MakerWorld Exclusive License	UncutMeshStudio	uncutmeshstudio	93	24817	1	0	989	1546	602	0.817	gym,gym accessories,dumbbell,dumbbell accessories,barbell	Sport & Outdoors,Hobby & DIY
2768774	Standard Digital File License	Clean Studio	RelaxBro	56	9449	1	0	3568	3918	2370	0.973	deskorganizer,voronoi,office,penholder,phonestand,planter	Organizers,Tools
2822595	Standard Digital File License	RJ	RJ34	218	17171	1	0	5419	4676	4314	0.994	display,riser,shelf,organizer,spice,rack	Decor,Household
731832	Standard Digital File License	Pork3D	pork3D	102	12286	1	0	20884	5391	10510	0.925	pork3d,phone accesory,smartphone accessory	Decor,Household
2565168	Standard Digital File License	DDDP	DDDP	31	3859	1	0	34968	11822	30148	0.973	bottle,opener,beer,bottle opener,household,usefull	Other House Models,Household
2125984	Standard Digital File License	FormaDelSol	FormaDelSol	89	20544	1	0	539	238	290	0.903	pen holder,pencil cup,vase,VORONOI,desk organizer,aesthetic	Office,Household
2149525	Standard Digital File License	Coro Kun	Coro_Kun	92	24698	1	0	265	127	128	0.77	phone stand,smartphone stand,desk phone stand,phone holder	Decor,Household
1284791	Standard Digital File License	7CUTS	7CUTS	86	10359	1	0	8723	4788	5968	0.994	belt,belt accessories,belt holder,belt rack	Organizers,Tools
1076262	Standard Digital File License	OskarLabs	OskarLab	186	16895	1	0	6159	3540	3761	0.993	smiski,doll,doll accessories,House,shelf	Decor,Household
470355	BY-NC	STLWarehouse	STLWarehouse3D	92	14037	1	0	10893	2082	6478	0.757	fan,squeeze,rugged,gears,print in place,tool	Hand Tools,Tools
844346	Standard Digital File License	Otrebor	Otrebor	5	1575	1	0	21457	7754	18095	0.991	viaggio,oralb,custodia,protezione,accessori	Gadgets,Tools
